Date,Open,Close,Volume,Dividends,Stock Splits,Datetime
2022-11-01 00:00:00-04:00,61.4900016784668,59.65999984741211,83806700,0.0,0.0,2022-11-01 00:00:00-04:00
2022-11-02 00:00:00-04:00,63.0,58.630001068115234,142669400,0.0,0.0,2022-11-02 00:00:00-04:00
2022-11-03 00:00:00-04:00,58.11000061035156,60.11000061035156,95279900,0.0,0.0,2022-11-03 00:00:00-04:00
2022-11-04 00:00:00-04:00,62.5,62.18999862670898,84791300,0.0,0.0,2022-11-04 00:00:00-04:00
2022-11-07 00:00:00-05:00,62.93000030517578,63.08000183105469,62722500,0.0,0.0,2022-11-07 00:00:00-05:00
2022-11-08 00:00:00-05:00,64.08999633789062,63.84999847412109,75938000,0.0,0.0,2022-11-08 00:00:00-05:00
2022-11-09 00:00:00-05:00,62.27999877929688,59.91999816894531,62940300,0.0,0.0,2022-11-09 00:00:00-05:00
2022-11-10 00:00:00-05:00,64.30000305175781,68.47000122070312,107996300,0.0,0.0,2022-11-10 00:00:00-05:00
2022-11-11 00:00:00-05:00,69.58000183105469,72.37000274658203,111709500,0.0,0.0,2022-11-11 00:00:00-05:00
2022-11-14 00:00:00-05:00,75.22000122070312,73.52999877929688,108892800,0.0,0.0,2022-11-14 00:00:00-05:00
2022-11-15 00:00:00-05:00,77.26000213623047,76.37000274658203,108946300,0.0,0.0,2022-11-15 00:00:00-05:00
2022-11-16 00:00:00-05:00,73.66000366210938,72.69999694824219,79968000,0.0,0.0,2022-11-16 00:00:00-05:00
2022-11-17 00:00:00-05:00,70.55999755859375,73.9000015258789,82320800,0.0,0.0,2022-11-17 00:00:00-05:00
2022-11-18 00:00:00-05:00,75.06999969482422,73.56999969482422,73223200,0.0,0.0,2022-11-18 00:00:00-05:00
2022-11-21 00:00:00-05:00,72.20999908447266,72.45999908447266,51536300,0.0,0.0,2022-11-21 00:00:00-05:00
2022-11-22 00:00:00-05:00,72.72000122070312,75.25,55450200,0.0,0.0,2022-11-22 00:00:00-05:00
2022-11-23 00:00:00-05:00,75.48999786376953,76.4000015258789,81623600,0.0,0.0,2022-11-23 00:00:00-05:00
2022-11-25 00:00:00-05:00,75.66999816894531,75.13999938964844,26018900,0.0,0.0,2022-11-25 00:00:00-05:00
2022-11-28 00:00:00-05:00,73.80999755859375,73.19000244140625,45383800,0.0,0.0,2022-11-28 00:00:00-05:00
2022-11-29 00:00:00-05:00,73.62000274658203,73.38999938964844,51846400,0.0,0.0,2022-11-29 00:00:00-05:00
2022-11-30 00:00:00-05:00,73.37999725341797,77.62999725341797,88468400,0.0,0.0,2022-11-30 00:00:00-05:00
2022-12-01 00:00:00-05:00,78.30999755859375,77.4800033569336,59833400,0.0,0.0,2022-12-01 00:00:00-05:00
2022-12-02 00:00:00-05:00,75.05000305175781,74.9800033569336,64377200,0.0,0.0,2022-12-02 00:00:00-05:00
2022-12-05 00:00:00-05:00,74.54000091552734,73.62000274658203,47022200,0.0,0.0,2022-12-05 00:00:00-05:00
2022-12-06 00:00:00-05:00,73.08000183105469,70.2699966430664,64965200,0.0,0.0,2022-12-06 00:00:00-05:00
2022-12-07 00:00:00-05:00,69.52999877929688,70.13999938964844,59180100,0.0,0.0,2022-12-07 00:00:00-05:00
2022-12-08 00:00:00-05:00,70.13999938964844,70.47000122070312,56734100,0.0,0.0,2022-12-08 00:00:00-05:00
2022-12-09 00:00:00-05:00,69.48999786376953,68.58999633789062,59058300,0.0,0.0,2022-12-09 00:00:00-05:00
2022-12-12 00:00:00-05:00,68.54000091552734,70.66999816894531,60968300,0.0,0.0,2022-12-12 00:00:00-05:00
2022-12-13 00:00:00-05:00,74.87000274658203,71.6500015258789,72458000,0.0,0.0,2022-12-13 00:00:00-05:00
2022-12-14 00:00:00-05:00,70.93000030517578,68.93000030517578,67278000,0.0,0.0,2022-12-14 00:00:00-05:00
2022-12-15 00:00:00-05:00,67.5999984741211,66.52999877929688,58557000,0.0,0.0,2022-12-15 00:00:00-05:00
2022-12-16 00:00:00-05:00,66.25,65.41000366210938,62438600,0.0,0.0,2022-12-16 00:00:00-05:00
2022-12-19 00:00:00-05:00,65.12000274658203,64.58999633789062,46246900,0.0,0.0,2022-12-19 00:00:00-05:00
2022-12-20 00:00:00-05:00,63.7599983215332,65.05000305175781,52431300,0.0,0.0,2022-12-20 00:00:00-05:00
2022-12-21 00:00:00-05:00,65.43000030517578,67.68000030517578,44167600,0.0,0.0,2022-12-21 00:00:00-05:00
2022-12-22 00:00:00-05:00,66.08000183105469,63.86000061035156,73917700,0.0,0.0,2022-12-22 00:00:00-05:00
2022-12-23 00:00:00-05:00,63.11000061035156,64.5199966430664,45923000,0.0,0.0,2022-12-23 00:00:00-05:00
2022-12-27 00:00:00-05:00,63.869998931884766,63.27000045776367,36086000,0.0,0.0,2022-12-27 00:00:00-05:00
2022-12-28 00:00:00-05:00,62.540000915527344,62.56999969482422,39526500,0.0,0.0,2022-12-28 00:00:00-05:00
2022-12-29 00:00:00-05:00,63.63999938964844,64.81999969482422,41428500,0.0,0.0,2022-12-29 00:00:00-05:00
2022-12-30 00:00:00-05:00,63.77000045776367,64.7699966430664,37127000,0.0,0.0,2022-12-30 00:00:00-05:00
2023-01-03 00:00:00-05:00,66.0,64.0199966430664,46851800,0.0,0.0,2023-01-03 00:00:00-05:00
2023-01-04 00:00:00-05:00,65.0,64.66000366210938,47477100,0.0,0.0,2023-01-04 00:00:00-05:00
2023-01-05 00:00:00-05:00,64.1500015258789,62.33000183105469,46159500,0.0,0.0,2023-01-05 00:00:00-05:00
2023-01-06 00:00:00-05:00,63.150001525878906,63.959999084472656,70161300,0.0,0.0,2023-01-06 00:00:00-05:00
2023-01-09 00:00:00-05:00,66.22000122070312,67.23999786376953,69741300,0.0,0.0,2023-01-09 00:00:00-05:00
2023-01-10 00:00:00-05:00,66.66999816894531,68.05000305175781,41149600,0.0,0.0,2023-01-10 00:00:00-05:00
2023-01-11 00:00:00-05:00,68.38999938964844,69.05999755859375,44470100,0.0,0.0,2023-01-11 00:00:00-05:00
2023-01-12 00:00:00-05:00,70.06999969482422,70.80000305175781,70066200,0.0,0.0,2023-01-12 00:00:00-05:00
2023-01-13 00:00:00-05:00,69.83999633789062,71.0,45757400,0.0,0.0,2023-01-13 00:00:00-05:00
2023-01-17 00:00:00-05:00,70.87000274658203,71.58999633789062,42621300,0.0,0.0,2023-01-17 00:00:00-05:00
2023-01-18 00:00:00-05:00,71.87000274658203,70.52999877929688,39538700,0.0,0.0,2023-01-18 00:00:00-05:00
2023-01-19 00:00:00-05:00,68.97000122070312,67.70999908447266,47189900,0.0,0.0,2023-01-19 00:00:00-05:00
2023-01-20 00:00:00-05:00,68.01000213623047,70.06999969482422,47757600,0.0,0.0,2023-01-20 00:00:00-05:00
2023-01-23 00:00:00-05:00,72.22000122070312,76.52999877929688,84293200,0.0,0.0,2023-01-23 00:00:00-05:00
2023-01-24 00:00:00-05:00,73.75,74.69999694824219,60822600,0.0,0.0,2023-01-24 00:00:00-05:00
2023-01-25 00:00:00-05:00,72.9000015258789,74.91000366210938,49932600,0.0,0.0,2023-01-25 00:00:00-05:00
2023-01-26 00:00:00-05:00,76.5,75.16000366210938,49583900,0.0,0.0,2023-01-26 00:00:00-05:00
2023-01-27 00:00:00-05:00,73.69999694824219,75.4000015258789,58118600,0.0,0.0,2023-01-27 00:00:00-05:00
2023-01-30 00:00:00-05:00,74.2300033569336,72.44999694824219,48105200,0.0,0.0,2023-01-30 00:00:00-05:00
2023-01-31 00:00:00-05:00,72.26000213623047,75.1500015258789,71669100,0.0,0.0,2023-01-31 00:00:00-05:00
2023-02-01 00:00:00-05:00,78.47000122070312,84.63999938964844,152548200,0.0,0.0,2023-02-01 00:00:00-05:00
2023-02-02 00:00:00-05:00,84.29000091552734,88.30999755859375,97762100,0.0,0.0,2023-02-02 00:00:00-05:00
2023-02-03 00:00:00-05:00,86.66000366210938,86.08999633789062,66557800,0.0,0.0,2023-02-03 00:00:00-05:00
2023-02-06 00:00:00-05:00,84.62999725341797,83.68000030517578,53008900,0.0,0.0,2023-02-06 00:00:00-05:00
2023-02-07 00:00:00-05:00,84.31999969482422,85.91000366210938,65291900,0.0,0.0,2023-02-07 00:00:00-05:00
2023-02-08 00:00:00-05:00,85.87999725341797,84.69000244140625,54140400,0.0,0.0,2023-02-08 00:00:00-05:00
2023-02-09 00:00:00-05:00,85.87999725341797,83.20999908447266,46525400,0.0,0.0,2023-02-09 00:00:00-05:00
2023-02-10 00:00:00-05:00,82.29000091552734,81.4800033569336,49332600,0.0,0.0,2023-02-10 00:00:00-05:00
2023-02-13 00:00:00-05:00,81.56999969482422,83.12999725341797,45400000,0.0,0.0,2023-02-13 00:00:00-05:00
2023-02-14 00:00:00-05:00,82.69999694824219,85.94999694824219,55979700,0.0,0.0,2023-02-14 00:00:00-05:00
2023-02-15 00:00:00-05:00,85.0999984741211,85.18000030517578,46430200,0.0,0.0,2023-02-15 00:00:00-05:00
2023-02-16 00:00:00-05:00,82.9800033569336,80.08000183105469,57755200,0.0,0.0,2023-02-16 00:00:00-05:00
2023-02-17 00:00:00-05:00,79.5999984741211,78.5,47826600,0.0,0.0,2023-02-17 00:00:00-05:00
2023-02-21 00:00:00-05:00,77.1500015258789,76.7699966430664,44045600,0.0,0.0,2023-02-21 00:00:00-05:00
2023-02-22 00:00:00-05:00,76.93000030517578,76.61000061035156,50286800,0.0,0.0,2023-02-22 00:00:00-05:00
2023-02-23 00:00:00-05:00,80.62999725341797,79.75,76391300,0.0,0.0,2023-02-23 00:00:00-05:00
2023-02-24 00:00:00-05:00,77.75,78.08999633789062,46700000,0.0,0.0,2023-02-24 00:00:00-05:00
2023-02-27 00:00:00-05:00,79.63999938964844,78.7699966430664,45617300,0.0,0.0,2023-02-27 00:00:00-05:00
2023-02-28 00:00:00-05:00,77.87000274658203,78.58000183105469,44220100,0.0,0.0,2023-02-28 00:00:00-05:00
2023-03-01 00:00:00-05:00,78.55000305175781,78.29000091552734,44266000,0.0,0.0,2023-03-01 00:00:00-05:00
2023-03-02 00:00:00-05:00,77.56999969482422,80.44000244140625,60108600,0.0,0.0,2023-03-02 00:00:00-05:00
2023-03-03 00:00:00-05:00,80.4000015258789,81.5199966430664,54536200,0.0,0.0,2023-03-03 00:00:00-05:00
2023-03-06 00:00:00-05:00,82.02999877929688,81.16000366210938,54541300,0.0,0.0,2023-03-06 00:00:00-05:00
2023-03-07 00:00:00-05:00,81.06999969482422,82.11000061035156,70959000,0.0,0.0,2023-03-07 00:00:00-05:00
2023-03-08 00:00:00-05:00,82.79000091552734,85.37000274658203,69529800,0.0,0.0,2023-03-08 00:00:00-05:00
2023-03-09 00:00:00-05:00,85.29000091552734,84.02999877929688,79496700,0.0,0.0,2023-03-09 00:00:00-05:00
2023-03-10 00:00:00-05:00,84.47000122070312,82.66999816894531,70273600,0.0,0.0,2023-03-10 00:00:00-05:00
2023-03-13 00:00:00-04:00,81.38999938964844,82.01000213623047,65269100,0.0,0.0,2023-03-13 00:00:00-04:00
2023-03-14 00:00:00-04:00,83.66999816894531,87.44999694824219,66616300,0.0,0.0,2023-03-14 00:00:00-04:00
2023-03-15 00:00:00-04:00,86.7699966430664,89.68000030517578,86177400,0.0,0.0,2023-03-15 00:00:00-04:00
2023-03-16 00:00:00-04:00,89.72000122070312,96.5999984741211,115839200,0.0,0.0,2023-03-16 00:00:00-04:00
2023-03-17 00:00:00-04:00,96.66000366210938,97.83999633789062,94080800,0.0,0.0,2023-03-17 00:00:00-04:00
2023-03-20 00:00:00-04:00,96.3000030517578,96.80999755859376,92008900,0.0,0.0,2023-03-20 00:00:00-04:00
2023-03-21 00:00:00-04:00,97.0,95.93000030517578,85285300,0.0,0.0,2023-03-21 00:00:00-04:00
2023-03-22 00:00:00-04:00,95.6500015258789,97.58000183105467,110816300,0.0,0.0,2023-03-22 00:00:00-04:00
2023-03-23 00:00:00-04:00,100.0500030517578,100.27999877929688,84088900,0.0,0.0,2023-03-23 00:00:00-04:00
2023-03-24 00:00:00-04:00,99.18000030517578,97.9499969482422,64712400,0.0,0.0,2023-03-24 00:00:00-04:00
2023-03-27 00:00:00-04:00,98.0199966430664,96.61000061035156,57461400,0.0,0.0,2023-03-27 00:00:00-04:00
2023-03-28 00:00:00-04:00,96.7699966430664,94.55999755859376,59150100,0.0,0.0,2023-03-28 00:00:00-04:00
2023-03-29 00:00:00-04:00,96.06999969482422,96.08999633789062,55326000,0.0,0.0,2023-03-29 00:00:00-04:00
2023-03-30 00:00:00-04:00,98.0,97.87999725341795,59678500,0.0,0.0,2023-03-30 00:00:00-04:00
2023-03-31 00:00:00-04:00,96.33999633789062,98.01000213623048,55861100,0.0,0.0,2023-03-31 00:00:00-04:00
2023-04-03 00:00:00-04:00,96.6999969482422,96.55999755859376,50655300,0.0,0.0,2023-04-03 00:00:00-04:00
2023-04-04 00:00:00-04:00,97.04000091552734,95.87000274658205,43195900,0.0,0.0,2023-04-04 00:00:00-04:00
2023-04-05 00:00:00-04:00,94.3499984741211,92.55999755859376,52979300,0.0,0.0,2023-04-05 00:00:00-04:00
2023-04-06 00:00:00-04:00,91.47000122070312,92.47000122070312,47778400,0.0,0.0,2023-04-06 00:00:00-04:00
2023-04-10 00:00:00-04:00,91.31999969482422,95.4800033569336,52536300,0.0,0.0,2023-04-10 00:00:00-04:00
2023-04-11 00:00:00-04:00,96.05999755859376,94.02999877929688,51935800,0.0,0.0,2023-04-11 00:00:00-04:00
2023-04-12 00:00:00-04:00,94.97000122070312,92.33000183105467,53383100,0.0,0.0,2023-04-12 00:00:00-04:00
2023-04-13 00:00:00-04:00,92.79000091552734,92.08999633789062,40572500,0.0,0.0,2023-04-13 00:00:00-04:00
2023-04-14 00:00:00-04:00,91.81999969482422,91.75,38734800,0.0,0.0,2023-04-14 00:00:00-04:00
2023-04-17 00:00:00-04:00,90.2300033569336,89.87000274658203,47250800,0.0,0.0,2023-04-17 00:00:00-04:00
2023-04-18 00:00:00-04:00,91.61000061035156,89.77999877929688,46246300,0.0,0.0,2023-04-18 00:00:00-04:00
2023-04-19 00:00:00-04:00,88.51000213623047,89.94000244140625,37344500,0.0,0.0,2023-04-19 00:00:00-04:00
2023-04-20 00:00:00-04:00,88.83000183105469,90.11000061035156,47082700,0.0,0.0,2023-04-20 00:00:00-04:00
2023-04-21 00:00:00-04:00,89.80000305175781,88.43000030517578,41118300,0.0,0.0,2023-04-21 00:00:00-04:00
2023-04-24 00:00:00-04:00,88.11000061035156,87.56999969482422,40423800,0.0,0.0,2023-04-24 00:00:00-04:00
2023-04-25 00:00:00-04:00,86.9000015258789,83.80000305175781,52771500,0.0,0.0,2023-04-25 00:00:00-04:00
2023-04-26 00:00:00-04:00,86.51000213623047,85.94000244140625,47786600,0.0,0.0,2023-04-26 00:00:00-04:00
2023-04-27 00:00:00-04:00,86.41000366210938,87.44000244140625,53087200,0.0,0.0,2023-04-27 00:00:00-04:00
2023-04-28 00:00:00-04:00,87.0199966430664,89.37000274658203,50652100,0.0,0.0,2023-04-28 00:00:00-04:00
2023-05-01 00:00:00-04:00,91.02999877929688,89.69000244140625,59358700,0.0,0.0,2023-05-01 00:00:00-04:00
2023-05-02 00:00:00-04:00,89.31999969482422,89.91000366210938,70483500,0.0,0.0,2023-05-02 00:00:00-04:00
2023-05-03 00:00:00-04:00,83.54000091552734,81.62000274658203,109482200,0.0,0.0,2023-05-03 00:00:00-04:00
