Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Datetime
2023-04-11 00:00:00-04:00,284.5243096696477,284.75333405145506,280.43195360698564,281.6168212890625,27276600,0.0,0.0,2023-04-11 00:00:00-04:00
2023-04-12 00:00:00-04:00,283.5684288217448,285.77890755782676,280.7505508217198,282.27398681640625,27403400,0.0,0.0,2023-04-12 00:00:00-04:00
2023-04-13 00:00:00-04:00,282.37354981627135,288.6564809244236,281.9553684038999,288.59674072265625,24222700,0.0,0.0,2023-04-13 00:00:00-04:00
2023-04-14 00:00:00-04:00,285.7689246516406,287.24258718835,282.4731251989615,284.9126281738281,20987900,0.0,0.0,2023-04-14 00:00:00-04:00
2023-04-17 00:00:00-04:00,288.6863455003493,290.34919544884804,284.9325277566623,287.5611877441406,23836200,0.0,0.0,2023-04-17 00:00:00-04:00
2023-04-18 00:00:00-04:00,290.31934266847196,290.5085301106259,285.77890483012914,287.133056640625,20161800,0.0,0.0,2023-04-18 00:00:00-04:00
2023-04-19 00:00:00-04:00,284.7632377971413,287.8101095136038,283.31947579590184,287.21270751953125,17150300,0.0,0.0,2023-04-19 00:00:00-04:00
2023-04-20 00:00:00-04:00,284.0264244897097,287.79020902208185,283.8571403319722,284.8827209472656,23244400,0.0,0.0,2023-04-20 00:00:00-04:00
2023-04-21 00:00:00-04:00,283.78748828902576,285.0420629841165,281.84584046121296,284.5342712402344,21676400,0.0,0.0,2023-04-21 00:00:00-04:00
2023-04-24 00:00:00-04:00,280.8800055412563,283.72775371950104,277.5244656090432,280.5613708496094,26611000,0.0,0.0,2023-04-24 00:00:00-04:00
2023-04-25 00:00:00-04:00,278.31110047502324,280.3921321392375,274.1888436951837,274.2386474609375,45772200,0.0,0.0,2023-04-25 00:00:00-04:00
2023-04-26 00:00:00-04:00,295.4273394235426,298.2850239086974,291.4743672297897,294.10302734375,64599200,0.0,0.0,2023-04-26 00:00:00-04:00
2023-04-27 00:00:00-04:00,294.7004496245593,303.8908688443848,293.9835368205714,303.5224304199219,46462600,0.0,0.0,2023-04-27 00:00:00-04:00
2023-04-28 00:00:00-04:00,302.70598768564764,307.6048667961201,302.0089781145326,305.9420471191406,36446700,0.0,0.0,2023-04-28 00:00:00-04:00
2023-05-01 00:00:00-04:00,305.65328420618175,307.2762973466272,303.84108362073493,304.24932861328125,21294100,0.0,0.0,2023-05-01 00:00:00-04:00
2023-05-02 00:00:00-04:00,306.4398708023574,307.8537626847408,302.60637933006353,304.0999450683594,26404400,0.0,0.0,2023-05-02 00:00:00-04:00
2023-05-03 00:00:00-04:00,305.30477805478426,307.28623241690065,302.7856314626095,303.09429931640625,22360800,0.0,0.0,2023-05-03 00:00:00-04:00
2023-05-04 00:00:00-04:00,304.9263714067471,306.4398708023574,302.09855725530764,304.0999450683594,22519900,0.0,0.0,2023-05-04 00:00:00-04:00
2023-05-05 00:00:00-04:00,304.40865871019247,310.6318502231521,302.96486612451486,309.3175048828125,28181200,0.0,0.0,2023-05-05 00:00:00-04:00
2023-05-08 00:00:00-04:00,308.7997123321143,308.86941936219694,304.7770332722066,307.3260498046875,21318600,0.0,0.0,2023-05-08 00:00:00-04:00
2023-05-09 00:00:00-04:00,306.6788465270002,308.71010453824,304.99609328233043,305.6831359863281,21340800,0.0,0.0,2023-05-09 00:00:00-04:00
2023-05-10 00:00:00-04:00,307.2961929767788,311.6574101597319,306.35028616197326,310.9703674316406,30078000,0.0,0.0,2023-05-10 00:00:00-04:00
2023-05-11 00:00:00-04:00,308.76984871365386,309.78546253900777,304.9463238346647,308.77978515625,31680200,0.0,0.0,2023-05-11 00:00:00-04:00
2023-05-12 00:00:00-04:00,309.2179237796514,309.3175009199185,305.28488502585634,307.64471435546875,19758100,0.0,0.0,2023-05-12 00:00:00-04:00
2023-05-15 00:00:00-04:00,307.7741576406142,308.57071397915166,306.2706248859474,308.1325988769531,16336500,0.0,0.0,2023-05-15 00:00:00-04:00
2023-05-16 00:00:00-04:00,308.50099068993256,312.3643525403203,308.50099068993256,310.4028015136719,26730300,0.0,0.0,2023-05-16 00:00:00-04:00
2023-05-17 00:00:00-04:00,311.6302301486313,313.7656931124367,310.08348657812473,313.33660888671875,24315000,0.68,0.0,2023-05-17 00:00:00-04:00
2023-05-18 00:00:00-04:00,313.86548539076944,318.36596677473517,313.057199129109,317.8470458984375,27276000,0.0,0.0,2023-05-18 00:00:00-04:00
2023-05-19 00:00:00-04:00,316.0707937634649,318.076556855215,315.7015803581998,317.66741943359375,27529500,0.0,0.0,2023-05-19 00:00:00-04:00
2023-05-22 00:00:00-04:00,317.9268985026154,321.90845906749007,317.3381486525212,320.5014343261719,24115700,0.0,0.0,2023-05-22 00:00:00-04:00
2023-05-23 00:00:00-04:00,319.3538441572908,322.0381632015439,314.5839444883277,314.59393310546875,30797200,0.0,0.0,2023-05-23 00:00:00-04:00
2023-05-24 00:00:00-04:00,314.06506582037065,315.83131529349237,311.9495192652871,313.1869201660156,23384900,0.0,0.0,2023-05-24 00:00:00-04:00
2023-05-25 00:00:00-04:00,322.55705391204,326.2093247764874,319.3239090776214,325.2314147949219,43301700,0.0,0.0,2023-05-25 00:00:00-04:00
2023-05-26 00:00:00-04:00,323.33542091436175,332.6956083404374,323.19573253275746,332.18670654296875,36630600,0.0,0.0,2023-05-26 00:00:00-04:00
2023-05-30 00:00:00-04:00,334.52174957320267,335.03065135619255,329.8216787585838,330.5102233886719,29503100,0.0,0.0,2023-05-30 00:00:00-04:00
2023-05-31 00:00:00-04:00,331.5879515619021,335.23023381001576,326.6384090438557,327.6961975097656,45950600,0.0,0.0,2023-05-31 00:00:00-04:00
2023-06-01 00:00:00-04:00,325.241375391409,332.8253243793421,324.0339403780473,331.8773193359375,26773900,0.0,0.0,2023-06-01 00:00:00-04:00
2023-06-02 00:00:00-04:00,333.5438114918064,336.78694503660336,331.84739099482573,334.6913757324219,25864000,0.0,0.0,2023-06-02 00:00:00-04:00
2023-06-05 00:00:00-04:00,334.51177506755585,337.8447149268673,333.9529606272583,335.2302551269531,21307100,0.0,0.0,2023-06-05 00:00:00-04:00
2023-06-06 00:00:00-04:00,334.6215139547864,334.66143797115524,331.46821708298506,332.9750061035156,20396200,0.0,0.0,2023-06-06 00:00:00-04:00
2023-06-07 00:00:00-04:00,330.9492937735992,333.78328985272435,321.81863170876164,322.69677734375,40717100,0.0,0.0,2023-06-07 00:00:00-04:00
2023-06-08 00:00:00-04:00,323.2555964697175,325.94990421152613,322.6668466497434,324.57281494140625,23277700,0.0,0.0,2023-06-08 00:00:00-04:00
2023-06-09 00:00:00-04:00,324.30336355812733,329.29279974544266,323.72460235976354,326.0995788574219,22514900,0.0,0.0,2023-06-09 00:00:00-04:00
2023-06-12 00:00:00-04:00,327.88578441434953,331.3983670801349,324.4730270188725,331.1488952636719,24260300,0.0,0.0,2023-06-12 00:00:00-04:00
2023-06-13 00:00:00-04:00,333.76335263219465,336.2680593964995,329.6919860161042,333.583740234375,22951300,0.0,0.0,2023-06-13 00:00:00-04:00
2023-06-14 00:00:00-04:00,333.6336270011477,338.3237093626871,332.10686069249385,336.6272888183594,26003800,0.0,0.0,2023-06-14 00:00:00-04:00
2023-06-15 00:00:00-04:00,336.7670051079677,349.1008770841443,336.48759789193105,347.36456298828125,38899100,0.0,0.0,2023-06-15 00:00:00-04:00
2023-06-16 00:00:00-04:00,350.5777468219982,350.72742381496835,341.2275484062125,341.6067199707031,46533600,0.0,0.0,2023-06-16 00:00:00-04:00
2023-06-20 00:00:00-04:00,338.59313263768996,341.35726945729306,335.15040931912563,337.3357849121094,26375400,0.0,0.0,2023-06-20 00:00:00-04:00
2023-06-21 00:00:00-04:00,335.65931574908313,337.01645818946224,331.3684129299585,332.8552551269531,25117800,0.0,0.0,2023-06-21 00:00:00-04:00
2023-06-22 00:00:00-04:00,333.41409281699464,339.40141649153355,332.6357419574287,338.9922790527344,23556800,0.0,0.0,2023-06-22 00:00:00-04:00
2023-06-23 00:00:00-04:00,333.65355508938256,337.2459551593805,332.7455045211022,334.3121643066406,23084700,0.0,0.0,2023-06-23 00:00:00-04:00
2023-06-26 00:00:00-04:00,333.01493964849345,335.3998743787694,327.7959782838698,327.90576171875,21520600,0.0,0.0,2023-06-26 00:00:00-04:00
2023-06-27 00:00:00-04:00,331.15886268738234,335.4398077044517,328.604273651623,333.8631591796875,24354100,0.0,0.0,2023-06-27 00:00:00-04:00
2023-06-28 00:00:00-04:00,333.9529536205381,337.26594662786533,333.10474336009975,335.14044189453125,20259500,0.0,0.0,2023-06-28 00:00:00-04:00
2023-06-29 00:00:00-04:00,334.0028240491651,335.3998600714379,331.9172434064326,334.34210205078125,16997000,0.0,0.0,2023-06-29 00:00:00-04:00
2023-06-30 00:00:00-04:00,337.0364122220863,342.0059015948727,336.48758642635534,339.8205261230469,26823800,0.0,0.0,2023-06-30 00:00:00-04:00
2023-07-03 00:00:00-04:00,338.473386331844,340.17976504062915,335.8589265508823,337.2759094238281,12508700,0.0,0.0,2023-07-03 00:00:00-04:00
2023-07-05 00:00:00-04:00,334.38204475427784,340.9281828700029,334.0228199512321,337.4355773925781,18172400,0.0,0.0,2023-07-05 00:00:00-04:00
2023-07-06 00:00:00-04:00,336.587366997466,342.265348050752,334.7911820766566,340.5489807128906,28161200,0.0,0.0,2023-07-06 00:00:00-04:00
2023-07-07 00:00:00-04:00,338.60310714607516,341.06788985835874,336.288001429861,336.5075378417969,21185300,0.0,0.0,2023-07-07 00:00:00-04:00
2023-07-10 00:00:00-04:00,333.8930733680739,334.521747195695,326.8978741382788,331.12890625,32791400,0.0,0.0,2023-07-10 00:00:00-04:00
2023-07-11 00:00:00-04:00,330.3605534358315,332.15673832028784,326.3091336016736,331.767578125,26698200,0.0,0.0,2023-07-11 00:00:00-04:00
2023-07-12 00:00:00-04:00,335.88884092916754,340.92815915771524,334.9608131327429,336.4875793457031,29995300,0.0,0.0,2023-07-12 00:00:00-04:00
2023-07-13 00:00:00-04:00,338.8425787135145,343.01373994407413,338.303711093052,341.93603515625,20567200,0.0,0.0,2023-07-13 00:00:00-04:00
2023-07-14 00:00:00-04:00,346.85563076281653,350.6875142057773,343.5825617519686,344.5105895996094,28302200,0.0,0.0,2023-07-14 00:00:00-04:00
2023-07-17 00:00:00-04:00,344.9496601191329,346.2568899911771,341.4770319504485,344.99957275390625,20363900,0.0,0.0,2023-07-17 00:00:00-04:00
2023-07-18 00:00:00-04:00,345.0993256028976,366.00507514670755,341.44708515833304,358.73046875,64872700,0.0,0.0,2023-07-18 00:00:00-04:00
2023-07-19 00:00:00-04:00,360.985725051634,361.69421649653196,351.69539687217883,354.3298034667969,39732900,0.0,0.0,2023-07-19 00:00:00-04:00
2023-07-20 00:00:00-04:00,352.82300276124084,357.21370057646925,344.6403151190998,346.13714599609375,33778400,0.0,0.0,2023-07-20 00:00:00-04:00
2023-07-21 00:00:00-04:00,348.41233964034046,349.55990392804034,339.1120228307721,343.043701171875,69368900,0.0,0.0,2023-07-21 00:00:00-04:00
2023-07-24 00:00:00-04:00,345.1193166591419,346.18706334133833,341.5867872144979,344.380859375,26678100,0.0,0.0,2023-07-24 00:00:00-04:00
2023-07-25 00:00:00-04:00,346.3766152674607,351.14654537204683,344.3409472828141,350.23846435546875,41637700,0.0,0.0,2023-07-25 00:00:00-04:00
2023-07-26 00:00:00-04:00,340.71862557906644,343.94181236443984,332.4062077205621,337.0563659667969,58383700,0.0,0.0,2023-07-26 00:00:00-04:00
2023-07-27 00:00:00-04:00,339.7606600042334,340.6088397996611,328.35478565410773,330.0212707519531,39635300,0.0,0.0,2023-07-27 00:00:00-04:00
2023-07-28 00:00:00-04:00,332.96503871749144,339.29163997371046,332.46609511255525,337.65509033203125,28484900,0.0,0.0,2023-07-28 00:00:00-04:00
2023-07-31 00:00:00-04:00,336.20818387553516,336.9865347082582,332.65567726763555,335.2102966308594,25446000,0.0,0.0,2023-07-31 00:00:00-04:00
2023-08-01 00:00:00-04:00,334.48183028259035,337.82475866589624,332.9949880227767,335.62939453125,18311900,0.0,0.0,2023-08-01 00:00:00-04:00
2023-08-02 00:00:00-04:00,332.9251286769528,332.9251286769528,325.67046886667725,326.8080749511719,27761300,0.0,0.0,2023-08-02 00:00:00-04:00
2023-08-03 00:00:00-04:00,325.3112394017374,329.1830467554568,325.26135722110666,325.9698486328125,18253700,0.0,0.0,2023-08-03 00:00:00-04:00
2023-08-04 00:00:00-04:00,331.1788378660784,334.4319601684991,326.54862623433604,327.0874938964844,23727700,0.0,0.0,2023-08-04 00:00:00-04:00
2023-08-07 00:00:00-04:00,327.67622259778125,330.4104238442575,326.8280123674718,329.41253662109375,17741500,0.0,0.0,2023-08-07 00:00:00-04:00
2023-08-08 00:00:00-04:00,326.269195522624,328.05542216561844,322.3175706752692,325.3611145019531,22327600,0.0,0.0,2023-08-08 00:00:00-04:00
2023-08-09 00:00:00-04:00,325.7802571185631,326.4188891335219,320.37169473466525,321.5492248535156,22373300,0.0,0.0,2023-08-09 00:00:00-04:00
2023-08-10 00:00:00-04:00,325.3311790230579,327.56646709381016,320.5014085545754,322.2477111816406,20113700,0.0,0.0,2023-08-10 00:00:00-04:00
2023-08-11 00:00:00-04:00,319.58337169233727,321.7288231305585,318.5355718366236,320.331787109375,24342600,0.0,0.0,2023-08-11 00:00:00-04:00
2023-08-14 00:00:00-04:00,320.71101247276437,323.3753544976337,319.4037520989895,323.35540771484375,18836100,0.0,0.0,2023-08-14 00:00:00-04:00
2023-08-15 00:00:00-04:00,322.3175681928427,324.40314880324786,320.22199896536506,321.1799621582031,16966300,0.0,0.0,2023-08-15 00:00:00-04:00
2023-08-16 00:00:00-04:00,320.79998779296875,324.4200134277344,319.79998779296875,320.3999938964844,20698900,0.68,0.0,2023-08-16 00:00:00-04:00
2023-08-17 00:00:00-04:00,320.5400085449219,321.8699951171875,316.2099914550781,316.8800048828125,21257200,0.0,0.0,2023-08-17 00:00:00-04:00
2023-08-18 00:00:00-04:00,314.489990234375,318.3800048828125,311.54998779296875,316.4800109863281,24744800,0.0,0.0,2023-08-18 00:00:00-04:00
2023-08-21 00:00:00-04:00,317.92999267578125,322.7699890136719,317.0400085449219,321.8800048828125,24040000,0.0,0.0,2023-08-21 00:00:00-04:00
2023-08-22 00:00:00-04:00,325.5,326.0799865722656,321.4599914550781,322.4599914550781,16102000,0.0,0.0,2023-08-22 00:00:00-04:00
2023-08-23 00:00:00-04:00,323.82000732421875,329.20001220703125,323.4599914550781,327.0,21166400,0.0,0.0,2023-08-23 00:00:00-04:00
2023-08-24 00:00:00-04:00,332.8500061035156,332.9800109863281,319.9599914550781,319.9700012207031,23281400,0.0,0.0,2023-08-24 00:00:00-04:00
2023-08-25 00:00:00-04:00,321.4700012207031,325.3599853515625,318.79998779296875,322.9800109863281,21684100,0.0,0.0,2023-08-25 00:00:00-04:00
2023-08-28 00:00:00-04:00,325.6600036621094,326.1499938964844,321.7200012207031,323.70001220703125,14808500,0.0,0.0,2023-08-28 00:00:00-04:00
2023-08-29 00:00:00-04:00,321.8800048828125,328.9800109863281,321.8800048828125,328.4100036621094,19284600,0.0,0.0,2023-08-29 00:00:00-04:00
2023-08-30 00:00:00-04:00,328.6700134277344,329.80999755859375,326.45001220703125,328.7900085449219,15222100,0.0,0.0,2023-08-30 00:00:00-04:00
2023-08-31 00:00:00-04:00,329.20001220703125,330.9100036621094,326.7799987792969,327.760009765625,26411000,0.0,0.0,2023-08-31 00:00:00-04:00
2023-09-01 00:00:00-04:00,331.30999755859375,331.989990234375,326.7799987792969,328.6600036621094,14931200,0.0,0.0,2023-09-01 00:00:00-04:00
2023-09-05 00:00:00-04:00,329.0,334.8500061035156,328.6600036621094,333.54998779296875,18553900,0.0,0.0,2023-09-05 00:00:00-04:00
2023-09-06 00:00:00-04:00,333.3800048828125,334.4599914550781,330.17999267578125,332.8800048828125,17535800,0.0,0.0,2023-09-06 00:00:00-04:00
2023-09-07 00:00:00-04:00,331.2900085449219,333.0799865722656,329.0299987792969,329.9100036621094,18381000,0.0,0.0,2023-09-07 00:00:00-04:00
2023-09-08 00:00:00-04:00,330.0899963378906,336.1600036621094,329.4599914550781,334.2699890136719,19530100,0.0,0.0,2023-09-08 00:00:00-04:00
2023-09-11 00:00:00-04:00,337.239990234375,338.4200134277344,335.42999267578125,337.94000244140625,16583300,0.0,0.0,2023-09-11 00:00:00-04:00
2023-09-12 00:00:00-04:00,335.82000732421875,336.7900085449219,331.4800109863281,331.7699890136719,17565500,0.0,0.0,2023-09-12 00:00:00-04:00
2023-09-13 00:00:00-04:00,331.30999755859375,336.8500061035156,331.1700134277344,336.05999755859375,16544400,0.0,0.0,2023-09-13 00:00:00-04:00
2023-09-14 00:00:00-04:00,339.1499938964844,340.8599853515625,336.57000732421875,338.70001220703125,20267000,0.0,0.0,2023-09-14 00:00:00-04:00
2023-09-15 00:00:00-04:00,336.9200134277344,337.3999938964844,329.6499938964844,330.2200012207031,37666900,0.0,0.0,2023-09-15 00:00:00-04:00
2023-09-18 00:00:00-04:00,327.79998779296875,330.3999938964844,326.3599853515625,329.05999755859375,16834200,0.0,0.0,2023-09-18 00:00:00-04:00
2023-09-19 00:00:00-04:00,326.1700134277344,329.3900146484375,324.510009765625,328.6499938964844,16505900,0.0,0.0,2023-09-19 00:00:00-04:00
2023-09-20 00:00:00-04:00,329.510009765625,329.5899963378906,320.510009765625,320.7699890136719,21436500,0.0,0.0,2023-09-20 00:00:00-04:00
2023-09-21 00:00:00-04:00,319.260009765625,325.3500061035156,315.0,319.5299987792969,35529500,0.0,0.0,2023-09-21 00:00:00-04:00
2023-09-22 00:00:00-04:00,321.32000732421875,321.45001220703125,316.1499938964844,317.010009765625,21447900,0.0,0.0,2023-09-22 00:00:00-04:00
2023-09-25 00:00:00-04:00,316.5899963378906,317.6700134277344,315.0,317.5400085449219,17836000,0.0,0.0,2023-09-25 00:00:00-04:00
2023-09-26 00:00:00-04:00,315.1300048828125,315.8800048828125,310.0199890136719,312.1400146484375,26297600,0.0,0.0,2023-09-26 00:00:00-04:00
2023-09-27 00:00:00-04:00,312.29998779296875,314.29998779296875,309.69000244140625,312.7900085449219,19410100,0.0,0.0,2023-09-27 00:00:00-04:00
2023-09-28 00:00:00-04:00,310.989990234375,315.4800109863281,309.45001220703125,313.6400146484375,19683600,0.0,0.0,2023-09-28 00:00:00-04:00
2023-09-29 00:00:00-04:00,317.75,319.4700012207031,314.9800109863281,315.75,24140300,0.0,0.0,2023-09-29 00:00:00-04:00
2023-10-02 00:00:00-04:00,316.2799987792969,321.8900146484375,315.17999267578125,321.79998779296875,20570000,0.0,0.0,2023-10-02 00:00:00-04:00
2023-10-03 00:00:00-04:00,320.8299865722656,321.3900146484375,311.2099914550781,313.3900146484375,21033500,0.0,0.0,2023-10-03 00:00:00-04:00
2023-10-04 00:00:00-04:00,314.0299987792969,320.0400085449219,314.0,318.9599914550781,20720100,0.0,0.0,2023-10-04 00:00:00-04:00
2023-10-05 00:00:00-04:00,319.0899963378906,319.9800109863281,314.8999938964844,319.3599853515625,16965600,0.0,0.0,2023-10-05 00:00:00-04:00
2023-10-06 00:00:00-04:00,316.54998779296875,329.19000244140625,316.29998779296875,327.260009765625,25645500,0.0,0.0,2023-10-06 00:00:00-04:00
2023-10-09 00:00:00-04:00,324.75,330.29998779296875,323.17999267578125,329.82000732421875,19891200,0.0,0.0,2023-10-09 00:00:00-04:00
2023-10-10 00:00:00-04:00,330.9599914550781,331.1000061035156,327.6700134277344,328.3900146484375,20536900,0.0,0.0,2023-10-10 00:00:00-04:00
